surname,surname_latin,n
Гонштеин,Gonštein,7
Доттер,Dotter,7
Гох,Goh,7
Гохнадель,Gohnadelʹ,7
Гофербер,Goferber,7
Гегеле,Gegele,7
Беппле,Bepple,7
Герлиц,Gerlic,7
Берх,Berh,7
Дерхо,Derho,7
Гейдебрехт,Gejdebreht,7
Вейберт,Vejbert,7
Гейбель,Gejbelʹ,7
Вейраух,Vejrauh,7
Геллер,Geller,7
Бейерле,Bejerle,7
Бейфус,Bejfus,7
Гельфенбейн,Gelʹfenbejn,7
Ген,Gen,7
Геннинг,Genning,7
Геннеберг,Genneberg,7
Гук,Guk,7
Думлер,Dumler,7
Вуккерт,Vukkert,7
Гундурум,Gundurum,7
Бухгаммер,Buhgammer,7
Гардок,Gardok,7
Гаппель,Gappelʹ,7
Варкетин,Varketin,7
Вайзбек,Vajzbek,7
Вайраух,Vajrauh,7
Дайкер,Dajker,7
Галлер,Galler,7
Вайнбергер,Vajnberger,7
Дамер,Damer,7
Вальдман,Valʹdman,7
Ганш,Ganš,7
Завацкая,Zavackaâ,7
Зальцман,Zalʹcman,7
Рифель,Rifelʹ,7
Принц,Princ,7
Плетт,Plett,7
Рейзвих,Rejzvih,7
Петрова,Petrova,7
Петере,Petere,7
Рудольф,Rudolʹf,7
Рутковский,Rutkovskij,7
Райт,Rajt,7
Либер,Liber,7
Линк,Link,7
Киттель,Kittelʹ,7
Миссаль,Missalʹ,7
Кроо,Kroo,7
Крейцер,Krejcer,7
Клостер,Kloster,7
Книппель,Knippelʹ,7
Мор,Mor,7
Корбмахер,Korbmaher,7
Корн,Korn,7
Кольке,Kolʹke,7
Кнор,Knor,7
Кнак,Knak,7
Мерк,Merk,7
Лемермаер,Lemermaer,7
Мельцер,Melʹcer,7
Купфер,Kupfer,7
Мумберг,Mumberg,7
Куфельд,Kufelʹd,7
Мари,Mari,7
Маркс,Marks,7
Карстен,Karsten,7
Мартыневская,Martynevskaâ,7
Каммер,Kammer,7
Каутц,Kautc,7
Ниденс,Nidens,7
Нейгебауэр,Nejgebauér,7
Нуфер,Nufer,7
Егерь,Egerʹ,7
Тярт,Târt,7
Сидорова,Sidorova,7
Тиде,Tide,7
Тирбах,Tirbah,7
Томме,Tomme,7
Тесман,Tesman,7
Суттер,Sutter,7
Цитцер,Citcer,7
Фрай,Fraj,7
Ульмер,Ulʹmer,7
Цергибель,Cergibelʹ,7
Церр,Cerr,7
Фестер,Fester,7
Утц,Utc,7
Август,Avgust,7
Адриан,Adrian,7
Абель,Abelʹ,7
Арнбрехт,Arnbreht,7
Амендт,Amendt,7
Швиндт,Švindt,7
Шиманский,Šimanskij,7
Шиндлер,Šindler,7
Шпрингер,Špringer,7
Шпенст,Špenst,7
Шнейдмиллер,Šnejdmiller,7
Шенкель,Šenkelʹ,7
Штибен,Štiben,7
Штрауб,Štraub,7
Штраус,Štraus,7
Штюрмер,Štûrmer,7
Шукман,Šukman,7
Шульдайс,Šulʹdajs,7
Шульце,Šulʹce,7
Эдигер,Édiger,7
Эрнст,Érnst,7
Эйснер,Éjsner,7
Эссерт,Éssert,7
Видман,Vidman,6
Билли,Billi,6
Гилле,Gille,6
Биккерт,Bikkert,6
Гилунг,Gilung,6
Дингалакер,Dingalaker,6
Дитман,Ditman,6
Вист,Vist,6
Дитте,Ditte,6
Бихе,Bihe,6
Дицель,Dicelʹ,6
Бишлер,Bišler,6
Гринберг,Grinberg,6
Гринер,Griner,6
Бромер,Bromer,6
Брокциттер,Brokcitter,6
Брост,Brost,6
Бресте?,Breste?,6
Грецингер,Grecinger,6
Брух,Bruh,6
Брак,Brak,6
Грюнвальд,Grûnvalʹd,6
Блеч,Bleč,6
Бобб,Bobb,6
Боде,Bode,6
Домке,Domke,6
Гомер,Gomer,6
Гольм,Golʹm,6
Вольфрам,Volʹfram,6
Бошман,Bošman,6
Деграф,Degraf,6
Гербст,Gerbst,6
Герингер,Geringer,6
Верле,Verle,6
Герке,Gerke,6
Гептинг,Gepting,6
Вертман,Vertman,6
Беллендир,Bellendir,6
Дейс,Dejs,6
Гельвих,Gelʹvih,6
Гельмут,Gelʹmut,6
Бенгарт,Bengart,6
Венцель,Vencelʹ,6
Деттерер,Detterer,6
Бефус,Befus,6
Бузик,Buzik,6
Бург,Burg,6
Буксбаум,Buksbaum,6
Вундерлих,Vunderlih,6
Бутц,Butc,6
Бушель,Bušelʹ,6
Гаврих,Gavrih,6
Габриэль,Gabriélʹ,6
Гартингер,Gartinger,6
Вайгандт,Vajgandt,6
Гайер,Gajer,6
Гайт,Gajt,6
Даннигер,Danniger,6
Бастьян,Bastʹân,6
Бах,Bah,6
Даувальтер,Dauvalʹter,6
Баун,Baun,6
Даус,Daus,6
Дынер,Dyner,6
Зигерт,Zigert,6
Завацкий,Zavackij,6
Захаров,Zaharov,6
Иванова,Ivanova,6
Рисс,Riss,6
Приль,Prilʹ,6
Прейс,Prejs,6
Ро,Ro,6
Родермель,Rodermelʹ,6
Роккель,Rokkelʹ,6
Рольман,Rolʹman,6
Ротт,Rott,6
Резель,Rezelʹ,6
Рей,Rej,6
Рем,Rem,6
Рейфшнейдер,Rejfšnejder,6
Ренье,Renʹe,6
Петров,Petrov,6
Петцольд,Petcolʹd,6
Рудковский,Rudkovskij,6
Пфлаумер,Pflaumer,6
Руц,Ruc,6
Радке,Radke,6
Рабе,Rabe,6
Рамих,Ramih,6
Ракко,Rakko,6
Райковский,Rajkovskij,6
Пайскер,Pajsker,6
Ран,Ran,6
Липп,Lipp,6
Миллек,Millek,6
Мильке,Milʹke,6
Кильтау,Kilʹtau,6
Кинстлер,Kinstler,6
Кинсфатор,Kinsfator,6
Лиснер,Lisner,6
Лисс,Liss,6
Лихтенвальд,Lihtenvalʹd,6
Крейдер,Krejder,6
Крайс,Krajs,6
Клоос,Kloos,6
Клоосс,Klooss,6
Клейменс,Klejmens,6
Козлова,Kozlova,6
Лоппе,Loppe,6
Корнельзен,Kornelʹzen,6
Корт,Kort,6
Моос,Moos,6
Констанц,Konstanc,6
Москалев,Moskalev,6
Лотерус,Loterus,6
Кербер,Kerber,6
Мертин,Mertin,6
Мейлинг,Mejling,6
Мельман,Melʹman,6
Леер,Leer,6
Мецкер,Mecker,6
Кунцман,Kuncman,6
Лутчер,Lutčer,6
Марко,Marko,6
Мартель,Martelʹ,6
Мартынова,Martynova,6
Камперт,Kampert,6
Майнгардт,Majngardt,6
Майстерлинг,Majsterling,6
Лайхнер,Lajhner,6
Лангеман,Langeman,6
Манн,Mann,6
Маттис,Mattis,6
Лауб,Laub,6
Кафтан,Kaftan,6
Нольте,Nolʹte,6
Неринг,Nering,6
Нейверт,Nejvert,6
Остертаг,Ostertag,6
Охман,Ohman,6
Нахтигал,Nahtigal,6
Ергер,Erger,6
Тильман,Tilʹman,6
Смирнова,Smirnova,6
Сенинг,Sening,6
Тагнер,Tagner,6
Сайфер,Sajfer,6
Циглер,Cigler,6
Цизман,Cizman,6
Филиппи,Filippi,6
Цин,Cin,6
Цинз,Cinz,6
Цинк,Cink,6
Фриде,Fride,6
Фрелих,Frelih,6
Франке,Franke,6
Флешнер,Flešner,6
Фламинг,Flaming,6
Унгефухт,Ungefuht,6
Фогт,Fogt,6
Цорн,Corn,6
Фоос,Foos,6
Феляуэр,Felâuér,6
Цейгер,Cejger,6
Фель,Felʹ,6
Фельберг,Felʹberg,6
Фет,Fet,6
Хухрак,Huhrak,6
Фальман,Falʹman,6
Цахариас,Caharias,6
Аппельганц,Appelʹganc,6
Арцер,Arcer,6
Ангальд,Angalʹd,6
Ашенбренер,Ašenbrener,6
Швейцер,Švejcer,6
Швайгерт,Švajgert,6
Шик,Šik,6
Шильке,Šilʹke,6
Шлейгер,Šlejger,6
Шлессер,Šlesser,6
Шлехт,Šleht,6
Шкалей,Škalej,6
Шнайдмиллер,Šnajdmiller,6
Шек,Šek,6
Шехингер,Šehinger,6
Штейнбрехер,Štejnbreher,6
Штейнбах,Štejnbah,6
Штейнле,Štejnle,6
Штульберг,Štulʹberg,6
Шуман,Šuman,6
Шабер,Šaber,6
Якк,Âkk,6
Юнкер,Ûnker,6
Щиц,Ŝic,6
Эргарт,Érgart,6
Эрфурт,Érfurt,6
Эмих,Émih,6
Эльцессер,Élʹcesser,6
Энгельс,Éngelʹs,6
Видершпан,Videršpan,5
Видеман,Videman,5
Гизик,Gizik,5
Биркле,Birkle,5
Диркс,Dirks,5
Бирт,Birt,5
Вильде,Vilʹde,5
Вильбергер,Vilʹberger,5
Гильденбрант,Gilʹdenbrant,5
Дингес,Dinges,5
Динкеллакер,Dinkellaker,5
Динкель,Dinkelʹ,5
Вине,Vine,5
Витковский,Vitkovskij,5
Витенберг,Vitenberg,5
Бисс,Biss,5
Биц,Bic,5
Вихман,Vihman,5
Вихерт,Vihert,5
Грицман,Gricman,5
Брокерт,Brokert,5
Гречман,Grečman,5
Древинг,Dreving,5
Дрейлинг,Drejling,5
Бреннер,Brenner,5
Греф,Gref,5
Брехт,Breht,5
Брайтенбах,Brajtenbah,5
Брант,Brant,5
Грюнберг,Grûnberg,5
Глик,Glik,5
Горне,Gorne,5
Борель,Borelʹ,5
Дорш,Dorš,5
Гок,Gok,5
Болих,Bolih,5
Болендер,Bolender,5
Больт,Bolʹt,5
Гольцбергер,Golʹcberger,5
Гольцер,Golʹcer,5
Гоферберг,Goferberg,5
Геде,Gede,5
Бедекер,Bedeker,5
Безганс,Bezgans,5
Безлер,Bezler,5
Гербрандт,Gerbrandt,5
Гервек,Gervek,5
Гергенрейдер,Gergenrejder,5
Вервайн,Vervajn,5
Деппершмидт,Depperšmidt,5
Герлейн,Gerlejn,5
Верт,Vert,5
Герст,Gerst,5
Бершауэр,Beršauér,5
Гейдер,Gejder,5
Гейденрейх,Gejdenrejh,5
Дейвальд,Dejvalʹd,5
Бейль,Bejlʹ,5
Вейнгарт,Vejngart,5
Вейт,Vejt,5
Бейтель,Bejtelʹ,5
Гейст,Gejst,5
Дейстер,Dejster,5
Гейфеле,Gejfele,5
Вейцель,Vejcelʹ,5
Гельблинг,Gelʹbling,5
Гельман,Gelʹman,5
Бельснер,Belʹsner,5
Гельфенбаин,Gelʹfenbain,5
Денгоф,Dengof,5
Бенгель,Bengelʹ,5
Вендт,Vendt,5
Гензель,Genzelʹ,5
Георг,Georg,5
Генко,Genko,5
Геер,Geer,5
Гетман,Getman,5
Гетерле,Geterle,5
Децлаф,Declaf,5
Дехандт,Dehandt,5
Бук,Buk,5
Бульс,Bulʹs,5
Гут,Gut,5
Бух,Buh,5
Бухольц,Buholʹc,5
Габель,Gabelʹ,5
Барг,Barg,5
Барвих,Barvih,5
Гартвик,Gartvik,5
Гартлиб,Gartlib,5
Вайднер,Vajdner,5
Гайзель,Gajzelʹ,5
Галлиардт,Galliardt,5
Вайлер,Vajler,5
Вайнмастер,Vajnmaster,5
Вакенгут,Vakengut,5
Гайс,Gajs,5
Вальман,Valʹman,5
Баер,Baer,5
Гаер,Gaer,5
Батт,Batt,5
Бастерс,Basters,5
Баудер,Bauder,5
Гауцель,Gaucelʹ,5
Гааб,Gaab,5
Гаазе,Gaaze,5
Бэм,Bém,5
Дэль,Délʹ,5
Зиг,Zig,5
Зелиг,Zelig,5
Земке,Zemke,5
Зенг,Zeng,5
Зайберт,Zajbert,5
Зайлер,Zajler,5
Иогансон,Ioganson,5
Рибич,Ribič,5
Ридигер,Ridiger,5
Риккер,Rikker,5
Ринге,Ringe,5
Рингельман,Ringelʹman,5
Пиникинштейн,Pinikinštejn,5
Рис,Ris,5
Приб,Prib,5
Пробст,Probst,5
Прайс,Prajs,5
Розе,Roze,5
Розенталь,Rozentalʹ,5
Роппель,Roppelʹ,5
Полингер,Polinger,5
Роммель,Rommelʹ,5
Роор,Roor,5
Редер,Reder,5
Рейдер,Rejder,5
Рейдель,Rejdelʹ,5
Пейль,Pejlʹ,5
Рейтенбах,Rejtenbah,5
Рейш,Rejš,5
Реслер,Resler,5
Пецольд,Pecolʹd,5
Рефениус,Refenius,5
Решке,Reške,5
Рутковская,Rutkovskaâ,5
Пагель,Pagelʹ,5
Райзинг,Rajzing,5
Райтер,Rajter,5
Райх,Rajh,5
Рат,Rat,5
Ратке,Ratke,5
Рацлав,Raclav,5
Ляйком,Lâjkom,5
Лянге,Lânge,5
Лидерс,Liders,5
Кизнер,Kizner,5
Кизер,Kizer,5
Кирст,Kirst,5
Мильц,Milʹc,5
Кинцель,Kincelʹ,5
Лиске,Liske,5
Кистнер,Kistner,5
Михейлис,Mihejlis,5
Мицель,Micelʹ,5
Кифель,Kifelʹ,5
Михельсон,Mihelʹson,5
Кишко,Kiško,5
Кляин,Klâin,5
Клингбайль,Klingbajlʹ,5
Ковальский,Kovalʹskij,5
Ковандо,Kovando,5
Мораш,Moraš,5
Коль,Kolʹ,5
Кондрат,Kondrat,5
Конкель,Konkelʹ,5
Кнейб,Knejb,5
Лофинг,Lofing,5
Медведева,Medvedeva,5
Левина,Levina,5
Кеберлейн,Keberlejn,5
Лепп,Lepp,5
Кернер,Kerner,5
Мерш,Merš,5
Кейб,Kejb,5
Лейнерт,Lejnert,5
Мейнцер,Mejncer,5
Менц,Menc,5
Кеер,Keer,5
Лупп,Lupp,5
Мумбер,Mumber,5
Кункель,Kunkelʹ,5
Кунст,Kunst,5
Каргер,Karger,5
Карлин,Karlin,5
Мартинс,Martins,5
Мартыневский,Martynevskij,5
Лай,Laj,5
Майзнер,Majzner,5
Майник,Majnik,5
Кайнц,Kajnc,5
Каерлебер,Kaerleber,5
Масс,Mass,5
Массон,Masson,5
Лаудермильх,Laudermilʹh,5
Мауэр,Mauér,5
Кааль,Kaalʹ,5
Каац,Kaac,5
Люник,Lûnik,5
Ортман,Ortman,5
Ольберг,Olʹberg,5
Новак,Novak,5
Нойман,Nojman,5
Неб,Neb,5
Нейвирт,Nejvirt,5
Нейфельдт,Nejfelʹdt,5
Нельзон,Nelʹzon,5
Оселеден,Oseleden,5
Ерке,Erke,5
Триллер,Triller,5
Тротт,Trott,5
Смородинова,Smorodinova,5
Соммер,Sommer,5
Темплинг,Templing,5
Сайц,Sajc,5
Сахневич,Sahnevič,5
Цветцих,Cvetcih,5
Узельман,Uzelʹman,5
Цих,Cih,5
Цихлер,Cihler,5
Фритц,Fritc,5
Фромм,Fromm,5
Фрайгант,Frajgant,5
Фрайнт,Frajnt,5
Флек,Flek,5
Флеминг,Fleming,5
Флато,Flato,5
Феляуер,Felâuer,5
Цейтлер,Cejtler,5
Фейст,Fejst,5
Фельк,Felʹk,5
Фетт,Fett,5
Фабрициус,Fabricius,5
Абрагамс,Abragams,5
Арент,Arent,5
Айзверт,Ajzvert,5
Андрес,Andres,5
Ау,Au,5
Афельд,Afelʹd,5
Шварцкоп,Švarckop,5
Шилинг,Šiling,5
Шильдт,Šilʹdt,5
Шинклер,Šinkler,5
Шпехт,Špeht,5
Шрам,Šram,5
Шмик,Šmik,5
Шлайхер,Šlajher,5
Шелинг,Šeling,5
Шенберг,Šenberg,5
Шенкнехт,Šenkneht,5
Шефнер,Šefner,5
Штокман,Štokman,5
Штайн,Štajn,5
Штайнмец,Štajnmec,5
Штанг,Štang,5
Штанке,Štanke,5
Штауб,Štaub,5
Шардт,Šardt,5
Шамне,Šamne,5
Шаль,Šalʹ,5
Шанбахер,Šanbaher,5
Шафнер,Šafner,5
Шауфлер,Šaufler,5
Якоб,Âkob,5
Яковлева,Âkovleva,5
Якобсон,Âkobson,5
Эбингер,Ébinger,5
Эдерле,Éderle,5
Эрб,Érb,5
Эленбергер,Élenberger,5
Эйхгорн,Éjhgorn,5
Эльзенбах,Élʹzenbah,5
Энзе,Énze,5
Эшенбренер,Éšenbrener,5
Гизлер,Gizler,4
Гирзекорн,Girzekorn,4
Вирзум,Virzum,4
Гиршфельд,Giršfelʹd,4
Вимба,Vimba,4
Дикман,Dikman,4
Вильчик,Vilʹčik,4
Гильденберг,Gilʹdenberg,4
Вильдтгрубе,Vilʹdtgrube,4
Вильцер,Vilʹcer,4
Биндер,Binder,4
Вингерт,Vingert,4
Виник,Vinik,4
Бинеман,Bineman,4
Гинтнер,Gintner,4
Винц,Vinc,4
Гис,Gis,4
Дитке,Ditke,4
Гитлаин,Gitlain,4
Виттих,Vittih,4
Дридегер,Drideger,4
Громов,Gromov,4
Гронский,Gronskij,4
Броцман,Brocman,4
Дрейман,Drejman,4
Брудерс,Bruders,4
Брунгардт,Brungardt,4
Драйлинг,Drajling,4
Брайткрайц,Brajtkrajc,4
Драер,Draer,4
Грауль,Graulʹ,4
Грюнер,Grûner,4
Блиох,Blioh,4
Блох,Bloh,4
Доберштейн,Doberštejn,4
Гогенфельд,Gogenfelʹd,4
Возняк,Voznâk,4
Горр,Gorr,4
Дормайер,Dormajer,4
Горт,Gort,4
Горток,Gortok,4
Волынтейн,Volyntejn,4
Боннет,Bonnet,4
Бонет,Bonet,4
Вотчель,Votčelʹ,4
Готзелих,Gotzelih,4
Госе,Gose,4
Госсман,Gossman,4
Гофф,Goff,4
Гоффман,Goffman,4
Гедерт,Gedert,4
Дебус,Debus,4
Безер,Bezer,4
Герд,Gerd,4
Герберт,Gerbert,4
Дергачев,Dergačev,4
Бергардт,Bergardt,4
Герр,Gerr,4
Герлеман,Gerleman,4
Германов-Шмиль,Germanov-Šmilʹ,4
Герстнер,Gerstner,4
Берхман,Berhman,4
Гейдик,Gejdik,4
Гейде,Gejde,4
Гейдельбах,Gejdelʹbah,4
Гейдт,Gejdt,4
Вейлерт,Vejlert,4
Вейман,Vejman,4
Делль,Dellʹ,4
Дейн,Dejn,4
Гейнрихс,Gejnrihs,4
Гейнцельман,Gejncelʹman,4
Гейс,Gejs,4
Вейсгейм,Vejsgejm,4
Гейслер,Gejsler,4
Гельверт,Gelʹvert,4
Вельк,Velʹk,4
Бендрат,Bendrat,4
Генгель,Gengelʹ,4
Денгус,Dengus,4
Гензбург,Genzburg,4
Генинг,Gening,4
Денк,Denk,4
Денненг,Denneng,4
Беслер,Besler,4
Бетка,Betka,4
Детерер,Deterer,4
Веселовский,Veselovskij,4
Вестфальд,Vestfalʹd,4
Ветцель,Vetcelʹ,4
Бехтгольд,Behtgolʹd,4
Дехант,Dehant,4
Будберг,Budberg,4
Гуди,Gudi,4
Бургард,Burgard,4
Гуппе,Guppe,4
Бурмистрова,Burmistrova,4
Вурмс,Vurms,4
Гуткнехт,Gutkneht,4
Бусс,Buss,4
Густ,Gust,4
Гутьяр,Gutʹâr,4
Габерт,Gabert,4
Гаген,Gagen,4
Вагенлейтнер,Vagenlejtner,4
Вагау,Vagau,4
Барц,Barc,4
Гарцингер,Garcinger,4
Бак,Bak,4
Байдингер,Bajdinger,4
Вайгони,Vajgoni,4
Вайберт,Vajbert,4
Гайдельбах,Gajdelʹbah,4
Вайгани,Vajgani,4
Гайзер,Gajzer,4
Вайрих,Vajrih,4
Баймлер,Bajmler,4
Бакке,Bakke,4
Вайн,Vajn,4
Вайнберг,Vajnberg,4
Вальде,Valʹde,4
Вальдшмидт,Valʹdšmidt,4
Бальке,Balʹke,4
Гальстер,Galʹster,4
Данилова,Danilova,4
Банман,Banman,4
Гантке,Gantke,4
Ганцгорн,Gancgorn,4
Баскаль,Baskalʹ,4
Гау,Gau,4
Дауберт,Daubert,4
Бахмаер,Bahmaer,4
Гауфлер,Gaufler,4
Гюбнер,Gûbner,4
Вюст,Vûst,4
Зелих,Zelih,4
Заводовская,Zavodovskaâ,4
Закс,Zaks,4
Зайцев,Zajcev,4
Затлер,Zatler,4
Жаак,Žaak,4
Идт,Idt,4
Иванов,Ivanov,4
Изак,Izak,4
Иляуский,Ilâuskij,4
Икс,Iks,4
Ионас,Ionas,4
Рибергер,Riberger,4
Пипус,Pipus,4
Рише,Riše,4
Прицкау,Prickau,4
Плишке,Pliške,4
Плет,Plet,4
Плат,Plat,4
Родэ,Rodé,4
Попов,Popov,4
Польцфонд,Polʹcfond,4
Посэр,Posér,4
Ротэрмель,Rotérmelʹ,4
Регир,Regir,4
Редман,Redman,4
Педе,Pede,4
Рейман,Rejman,4
Рейнбад,Rejnbad,4
Рейнке,Rejnke,4
Пенер,Pener,4
Петри,Petri,4
Петухова,Petuhova,4
Пец,Pec,4
Реффлер,Reffler,4
Рудковская,Rudkovskaâ,4
Пфунт,Pfunt,4
Рушинг,Rušing,4
Радац,Radac,4
Папенфот,Papenfot,4
Рак,Rak,4
Райд,Rajd,4
Райзер,Rajzer,4
Раймер,Rajmer,4
Райнгард,Rajngard,4
Ратнер,Ratner,4
Пацер,Pacer,4
Раабе,Raabe,4
Рынк,Rynk,4
Рыхтер,Ryhter,4
Квапп,Kvapp,4
Либих,Libih,4
Лидтке,Lidtke,4
Липперт,Lippert,4
Кимельман,Kimelʹman,4
Микет,Miket,4
Мильбергер,Milʹberger,4
Кильдау,Kilʹdau,4
Линдквист,Lindkvist,4
Линднер,Lindner,4
Линдер,Linder,4
Киндеркнехт,Kinderkneht,4
Минкель,Minkelʹ,4
Минних,Minnih,4
Кине,Kine,4
Лиссель,Lisselʹ,4
Кицлер,Kicler,4
Михелис,Mihelis,4
Лихтвальд,Lihtvalʹd,4
Кребс,Krebs,4
Креймер,Krejmer,4
Крель,Krelʹ,4
Кренц,Krenc,4
Кресс,Kress,4
Крум,Krum,4
Красман,Krasman,4
Крауз,Krauz,4
Крым,Krym,4
Клинкман,Klinkman,4
Млинарчик-Млынарчик,Mlinarčik-Mlynarčik,4
Клекнер,Klekner,4
Клетке,Kletke,4
Клюге,Klûge,4
Клют,Klût,4
Логинов,Loginov,4
Мориц,Moric,4
Корель,Korelʹ,4
Лореш,Loreš,4
Коляда,Kolâda,4
Кольбе,Kolʹbe,4
Кон,Kon,4
Кнейслер,Knejsler,4
Кнельц,Knelʹc,4
Лох,Loh,4
Кнауэр,Knauér,4
Медведев,Medvedev,4
Кербе,Kerbe,4
Мерклингер,Merklinger,4
Мертенс,Mertens,4
Лерх,Lerh,4
Керхер,Kerher,4
Лейзер,Lejzer,4
Мейзенгельтер,Mejzengelʹter,4
Кемпель,Kempelʹ,4
Лемке,Lemke,4
Лейкер,Lejker,4
Меллер,Meller,4
Кейлер,Kejler,4
Келлерман,Kellerman,4
Кеммель,Kemmelʹ,4
Лемер,Lemer,4
Мейснер,Mejsner,4
Леман,Leman,4
Кельман,Kelʹman,4
Мельников,Melʹnikov,4
Ленинг,Lening,4
Леткеман,Letkeman,4
Месерле,Meserle,4
Метц,Metc,4
Мец,Mec,4
Лехлер,Lehler,4
Кузнецов,Kuznecov,4
Кук,Kuk,4
Куликовский,Kulikovskij,4
Лукович,Lukovič,4
Мундингер,Mundinger,4
Мундт,Mundt,4
Луц,Luc,4
Куцбах,Kucbah,4
Куфенберг,Kufenberg,4
Кабобель,Kabobelʹ,4
Каге,Kage,4
Ладэ,Ladé,4
Казакова,Kazakova,4
Марченко,Marčenko,4
Каппес,Kappes,4
Марцинковский,Marcinkovskij,4
Мак,Mak,4
Майдо,Majdo,4
Калиновская,Kalinovskaâ,4
Майле,Majle,4
Каммерер,Kammerer,4
Майор,Major,4
Лайсле,Lajsle,4
